scientificName,match_key,genus,commonName,description,bookPage,indexSection,category,subCategory,source
Bellactis ilkalyseae,bellactis ilkalyseae,Bellactis,,,119,SPONGES,invertebrates,anemones,scientific_index
Berghia catenularis,berghia catenularis,Berghia,,,127,SPONGES,invertebrates,zoanthids,scientific_index
Berghia creutzbergi,berghia creutzbergi,Berghia,Creutzberg’s Berghia,Brown dorsum with white spots. Banded pointy cerata. Rhinophores with knobby tubercles. Short oral tentacles.,197,SPONGES,invertebrates,nudibranchs,epub_profile
Berghia cutressi,berghia cutressi,Berghia,,,127,SPONGES,invertebrates,zoanthids,scientific_index
Berghia puertoricense,berghia puertoricense,Berghia,,,127,SPONGES,invertebrates,zoanthids,scientific_index
Bergia catenularis,bergia catenularis,,brown sponge zoanthid,Pale brown tentacles around a darker brown oral disc. The body is white. Found on deeper sponge species.,127,,invertebrates,zoanthids,epub_profile
Bergia cutressi,bergia cutressi,,yellow sponge zoanthid,Bright yellow tentacles around a darker yellow oral disc. The body is yellow. Found on deeper sponge species.,127,,invertebrates,zoanthids,epub_profile
Bergia puertoricense,bergia puertoricense,,Maroon sponge zoanthid,Tentacles and body are deep purple to maroon. Often found encrusting on Dark Volcano Sponges (p. 51).,127,,invertebrates,zoanthids,epub_profile
Berthella nebula,berthella nebula,Berthella,Nebula Sidegill Slug,Translucent white dorsum with small white papillae and pale blotches. Rolled rhinophores and a wide oral veil.,210,SPONGES,invertebrates,nudibranchs,epub_profile
Berthellina quadridens,berthellina quadridens,Berthellina,Apricot sidegill slug,Smooth uniformly dark orange to reddish body. Broad flattened oral veil. Found in areas of sand and rubble.,210,SPONGES,invertebrates,nudibranchs,epub_profile
Bispira brunnea,bispira brunnea,Bispira,social feather duster,Circular crown of radioles. Brown with white bands or solid white. Found in clusters. Visible elongated tubes.,168,SPONGES,invertebrates,feather-dusters,epub_profile
Bispira melanostigma,bispira melanostigma,Bispira,variegated feather duster,"Circular crown of radioles, sometimes banded. Tiny eyespots usually visible. Tubes are sometimes hidden.",168,SPONGES,invertebrates,feather-dusters,epub_profile
Bodianus pulchellus,bodianus pulchellus,Bodianus,spotfin Hogfish (terminal),Red body with diffuse white stripe from mouth onto side. Large yellow patch from end of dorsal fin onto upper tail.,387,FISHES,fishes,hogfishes,epub_profile
Bodianus rufus,bodianus rufus,Bodianus,Spanish Hogfish (juvenile),"Blue or purple upper body. Yellow abdomen, fins and tail. Acts as a cleaner species, removing larger parasites.",387,FISHES,fishes,hogfishes,epub_profile
Bolinopsis vitrea,bolinopsis vitrea,Bolinopsis,bolinopsis comb jelly,Transparent body with four wing-like flaps. Internal organs visible at night. Distinct lobes gather in towards the mouth.,112,SPONGES,invertebrates,jellies,epub_profile
Bornella calcarata,bornella calcarata,Bornella,tasseled nudibranch,Orange to reddish body with small white tubercles and lines. Stocky rhinophores. Feeds on hydroids (p. 136).,195,SPONGES,invertebrates,nudibranchs,epub_profile
Bosellia mimetica,bosellia mimetica,Bosellia,Mimic Bosellia (Variation),Sometimes dark with scattered white spots concentrated around rhinophores. Green color varies as they feed.,183,SPONGES,invertebrates,sea-slugs,epub_profile
Bothus lunatus,bothus lunatus,Bothus,peacock flounder,Blue rosettes on body and blue spots on head and fins. Dark bars on pectoral fin in larger fish. Notched forehead.,326,FISHES,fishes,flounders,epub_profile
Bothus maculiferus,bothus maculiferus,Bothus,maculated flounder,Blue to gold rings and spots. Midbody blotch. Convex (not notched) forehead. Males have long pectoral spines.,327,FISHES,fishes,flounders,epub_profile
Bothus ocellatus,bothus ocellatus,Bothus,eyed flounder,Covered in brown to tan rosettes. Dark midbody blotch. Males with orange spots between widely spaced eyes.,327,FISHES,fishes,flounders,epub_profile
Botrylloides niger,botrylloides niger,Botrylloides,flat tunicate,"Long colonies of rust-colored or yellow to orange-red individuals, each sharing a larger excurrent siphon.",133,SPONGES,invertebrates,tunicates,epub_profile
Botryocladia spinulifera,botryocladia spinulifera,Botryocladia,Spinous red Grape alga,Rose-red tangle of bulbous leaves on long cylindrical stems. Mixed with other algae inside the reef crest.,35,MARINE PLANTS,plants,red-algae,epub_profile
Brachycarpus biunguiculatus,brachycarpus biunguiculatus,Brachycarpus,two claw shrimp,"Translucent reddish-brown body. Banded claws on long claw arms. Nocturnal, often found inside tube sponges.",256,SPONGES,invertebrates,shrimps,epub_profile
Branchiomma nigromaculatum,branchiomma nigromaculatum,Branchiomma,black-spotted feather duster,Brown with white banding and dark spots. Radioles form a distinctive horseshoe shape. Tube is hidden in the reef.,169,SPONGES,invertebrates,feather-dusters,epub_profile
Breviturma paucigranulata,breviturma paucigranulata,Breviturma,spiny brittle star,Dark to light brown arms with numerous long thin spines. Wide pale central lines on arms extend onto the disc.,143,SPONGES,invertebrates,brittle-stars,epub_profile
Briareum asbestinum,briareum asbestinum,Briareum,,,93,CORALS,corals,octocorals,scientific_index
Brockius nigricinctus,brockius nigricinctus,Brockius,Spotcheek blenny,Black ocellus on gill cover. Dark bars extend onto dorsal fin. White stripe on snout. Males develop a bright red rear body.,314,FISHES,fishes,blennies,epub_profile
Bryopsis pennata,bryopsis pennata,Bryopsis,Fragile feather alga,Small dense clusters of light green feather-shaped leaves with pointed tips. Thin pale green central stalk.,17,MARINE PLANTS,plants,green-algae,epub_profile
Bryopsis plumosa,bryopsis plumosa,Bryopsis,elongated feather alga,"Tall cylindrical stalks of light green, tipped with darker green feather-like branchlets. Grows in dense clumps.",17,MARINE PLANTS,plants,green-algae,epub_profile
Bugula minima,bugula minima,Bugula,purple reef fan,"Purple fan of widely spaced stalks, rarely branching and without red tips. Shallows to deeper sheltered reefs.",139,SPONGES,invertebrates,bryozoans,epub_profile
Bugulina simplex,bugulina simplex,Bugulina,brown fan bryozoan,Brown fan-shaped colony of flattened branching stalks with distinctively red tips. Often under darker ledges.,139,SPONGES,invertebrates,bryozoans,epub_profile
Bulbaeolidia oasis,bulbaeolidia oasis,Bulbaeolidia,Oasis Aeolid,Chalk-white with red spots on cerata tips. Rhinophores have distinctive swellings and small reddish striations.,203,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Bulla occidentalis,bulla occidentalis,Bulla,western striate bubble,"Pale tan to whitish shell with brown reticulated markings. White spots on the mantle, often completely retracted.",211,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Bunodeopsis antilliensis,bunodeopsis antilliensis,Bunodeopsis,Blistered grass anemone,"Irregular flattened body column, covered in large pale bulbous projections (vesicles) when tentacles retracted.",121,INVERTEBRATES,invertebrates,anemones,epub_profile
Bunodeopsis globulifera,bunodeopsis globulifera,Bunodeopsis,Hidden anemone,Rows of tiny brown tentacles poking out from crevices in the reef. Pale rounded tips are sometimes striped. Flattened body column with noticeably smaller vesicles than B. antilliensis. Tentacles rarely extended in daytime.,121,INVERTEBRATES,invertebrates,anemones,epub_profile
Bunodosoma granuliferum,bunodosoma granuliferum,Bunodosoma,Red warty anemone,Reddish pedal disc covered with pale warty knobs. Short pointed olive-green tentacles with red and yellow bands.,117,INVERTEBRATES,invertebrates,anemones,epub_profile
Cadlina rumia,cadlina rumia,Cadlina,Pale Cadlina,White to creamy-yellow oval dorsum with distinctive rows of yellow glands. Rhinophores pale to golden brown.,191,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Calamus bajonado,calamus bajonado,Calamus,jolthead porgy,Silvery with bluish scales and brassy cheeks. Blue line under eye. Distinctive orange blotch at corner of mouth.,428,FISHES,fishes,porgies,epub_profile
Calamus calamus,calamus calamus,Calamus,saucereye porgy,Bluish cheek with small yellow spots. Curved blue line under eye. Blue spots on pectoral base and top of gill cover.,428,FISHES,fishes,porgies,epub_profile
Calamus nodosus,calamus nodosus,Calamus,knobbed porgy,Yellow spots on snout. Dark spot on upper pectoral base. Distinctively humped forehead. Florida/Gulf of Mexico.,428,FISHES,fishes,porgies,epub_profile
Calamus penna,calamus penna,Calamus,sheepshead porgy,Silver with a bluish to lavender sheen. Dark spot on upper pectoral base. No blue or yellow markings on face.,429,FISHES,fishes,porgies,epub_profile
Calappa flammea,calappa flammea,Calappa,flame box crab,Irregular wavy red lines on carapace form a pattern that dissolves towards the rear. Large claws cover the face.,280,INVERTEBRATES,invertebrates,crabs,epub_profile
Calappa galloides,calappa galloides,Calappa,rough box crab,"Lumpy yellowish to brown carapace, shorter than it is wide. Ridge above claws with distinctively sharp teeth.",280,INVERTEBRATES,invertebrates,crabs,epub_profile
Calappa ocellata,calappa ocellata,Calappa,ocellate box crab,"Pale blotches with yellow speckles, formed by a network of dark lines on top of carapace. Large claws cover the face.",280,INVERTEBRATES,invertebrates,crabs,epub_profile
Calcinus tibicen,calcinus tibicen,Calcinus,orangeclaw hermit,"The left claw is larger, with pale yellow tips. Orange antennae and eyestalks. Claws are sometimes pale blue.",273,INVERTEBRATES,invertebrates,crabs,epub_profile
Caldora penicillata,caldora penicillata,Caldora,gelatinous tuft alga,Clumps of light brown elongated undulating masses. Attaches to substrate or dead corals and spreads easily.,41,MARINE PLANTS,plants,red-algae,epub_profile
Callechelys guineensis,callechelys guineensis,Callechelys,Shorttail Snake eel,Pale body with sharply pointed snout. Brown spots on top of head. Brassy iris. Dorsal fin starts close to head.,438,FISHES,fishes,eels,epub_profile
Calliactis tricolor,calliactis tricolor,Calliactis,hitchhiking anemone,"Found attached to hermit crab shells. Large pedal disc, variable in color from brown to reddish. Pale tentacles.",119,INVERTEBRATES,invertebrates,anemones,epub_profile
Callinectes sapidus,callinectes sapidus,Callinectes,blue crab,The largest of the swimming crabs. Olive carapace with blue on all legs and claws. Females have orange claws.,285,INVERTEBRATES,invertebrates,crabs,epub_profile
Callionymus bairdi,callionymus bairdi,Callionymus,lancer dragonet (female),"Females with less conspicuous dorsal fin, yellow at front and black behind. Yellow to brown bars on lower cheek.",335,FISHES,fishes,lizardfishes,epub_profile
Calliostoma javanicum,calliostoma javanicum,Calliostoma,chocolate-lined topsnail,Pointed conical shell with thin chocolate-brown lines. Similar brown lines on beige mantle. Dark brown tentacles.,232,INVERTEBRATES,invertebrates,snails,epub_profile
Calliostoma jujubinum,calliostoma jujubinum,Calliostoma,Mottled topsnail,Conical red to purplish shell with a pointed spire. Finely beaded spiral ribs. Dark mantle with small white spots.,232,INVERTEBRATES,invertebrates,snails,epub_profile
Calliostoma macropus,calliostoma macropus,Calliostoma,,,242,INVERTEBRATES,invertebrates,octopuses,scientific_index
Callistoctopus macropus,callistoctopus macropus,,white-spotted octopus,Robust brown to reddish body. Numerous irregular white spots and small bumps cover the body and arms.,242,,invertebrates,octopuses,epub_profile
Callyspongia fallax,callyspongia fallax,Callyspongia,,,59,SPONGES,sponges,vase-sponges,scientific_index
Callyspongia longissima,callyspongia longissima,Callyspongia,,,55,SPONGES,sponges,rope-sponges,scientific_index
Callyspongia plicifera,callyspongia plicifera,Callyspongia,,,54,SPONGES,sponges,rope-sponges,scientific_index
Callyspongia vaginalis,callyspongia vaginalis,Callyspongia,,,55,SPONGES,sponges,rope-sponges,scientific_index
Camachoaglaja berolina,camachoaglaja berolina,Camachoaglaja,berolina aglaja,Black body with white blotches. One short round tail and one longer thin tail. Orange lines on head and parapodia.,204,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Cantherhines macrocerus,cantherhines macrocerus,Cantherhines,whitespotted filefish,"Orange body, often with white spots. Pairs of hooked orange spines at tail base, larger in males. Black tail.",367,FISHES,fishes,filefishes,epub_profile
Cantherhines pullus,cantherhines pullus,Cantherhines,orangespotted filefish,"Dark brown with pale stripes and small orange spots on body. Orange lines on head. Shy, found close to the reef.",367,FISHES,fishes,filefishes,epub_profile
Canthidermis sufflamen,canthidermis sufflamen,Canthidermis,ocean triggerfish,"Uniformly gray body. Black spot at pectoral base. Small black eyes. Short spike under abdomen, before anal fin.",365,FISHES,fishes,triggerfishes,epub_profile
Canthigaster rostrata,canthigaster rostrata,Canthigaster,sharpnose puffer,"Dark upper body, paler below. Blue lines on snout and radiating from eye. Black borders on a yellowish tail.",369,FISHES,fishes,puffers,epub_profile
Carangoides bartholomaei,carangoides bartholomaei,Carangoides,yellow jack,Silvery body with a yellowish tint. All fins and tail are pale yellow. Often yellow marks around mouth and eye.,417,FISHES,fishes,jacks,epub_profile
Caranx crysos,caranx crysos,Caranx,blue runner,Silvery-blue with olive upper body. Small dark spot on upper gill cover. Tail lobes with distinctively black tips.,417,FISHES,fishes,jacks,epub_profile
Caranx hippos,caranx hippos,Caranx,crevalle jack,Large blunt head. Silvery body with yellowish anal fin and tail. High lateral line. Black spot on upper gill cover.,416,FISHES,fishes,jacks,epub_profile
Caranx latus,caranx latus,Caranx,horse-eye jack,Silvery body with large eyes and yellow tail. Line of dark scutes to tail base. Usually a dark patch on lower pectoral.,418,FISHES,fishes,jacks,epub_profile
Caranx lugubris,caranx lugubris,Caranx,black Jack,Silvery to olive body with steep forehead. Spot on upper gill cover. Dark scutes to tail base. Found on deep reefs.,417,FISHES,fishes,jacks,epub_profile
